************* START OF RANDOM TEST FOR council room card *************

Test#0: Expected 18 deckCount, found 17 deckCount for input: handCount: 0, deckCount: 21, discardCount: 27, buys: 1
Test#1088: Expected 410 deckCount, found 409 deckCount for input: handCount: 10, deckCount: 413, discardCount: 53, buys: 1
Test#1089: Expected 108 deckCount, found 107 deckCount for input: handCount: 10, deckCount: 111, discardCount: 214, buys: 1
Test#1090: Expected 29 deckCount, found 28 deckCount for input: handCount: 13, deckCount: 32, discardCount: 44, buys: 1
Test#1091: Expected 104 deckCount, found 103 deckCount for input: handCount: 459, deckCount: 107, discardCount: 51, buys: 1
Test#1092: Expected 333 deckCount, found 332 deckCount for input: handCount: 462, deckCount: 336, discardCount: 20, buys: 1
Test#1093: Expected 7 deckCount, found 6 deckCount for input: handCount: 465, deckCount: 10, discardCount: 32, buys: 1
Test#1094: Expected 44 deckCount, found 43 deckCount for input: handCount: 468, deckCount: 47, discardCount: 29, buys: 1
Test#1095: Expected 174 deckCount, found 173 deckCount for input: handCount: 6, deckCount: 177, discardCount: 244, buys: 1
Test#1096: Expected 24 deckCount, found 23 deckCount for input: handCount: 10, deckCount: 27, discardCount: 6, buys: 1
Test#1097: Expected 14 deckCount, found 13 deckCount for input: handCount: 492, deckCount: 17, discardCount: 35, buys: 1
Test#1098: Expected 433 deckCount, found 432 deckCount for input: handCount: 495, deckCount: 436, discardCount: 53, buys: 1
Test#1099: Expected 26 deckCount, found 25 deckCount for input: handCount: 70, deckCount: 29, discardCount: 27, buys: 1
Test#1100: Expected 333 deckCount, found 332 deckCount for input: handCount: 73, deckCount: 336, discardCount: 34, buys: 1
Test#1101: Expected 468 deckCount, found 467 deckCount for input: handCount: 5, deckCount: 471, discardCount: 11, buys: 1
Test#1102: Expected 19 deckCount, found 18 deckCount for input: handCount: 8, deckCount: 22, discardCount: 45, buys: 1
Test#1103: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#1104: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#1105: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#1106: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#1107: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#1108: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#1109: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#1110: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#1111: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#1112: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
Test#1113: Expected 8 deckCount, found 7 deckCount for input: handCount: 2, deckCount: 11, discardCount: 6, buys: 1
Test#1114: Expected 34 deckCount, found 33 deckCount for input: handCount: 465, deckCount: 37, discardCount: 13, buys: 1
Test#1115: Expected 22 deckCount, found 21 deckCount for input: handCount: 468, deckCount: 25, discardCount: 2, buys: 1
Test#1116: Expected 1 deckCount, found 0 deckCount for input: handCount: 199, deckCount: 4, discardCount: 0, buys: 1
Test#1117: Expected 34 deckCount, found 33 deckCount for input: handCount: 4, deckCount: 37, discardCount: 36, buys: 1
Test#1118: Expected 45 deckCount, found 44 deckCount for input: handCount: 8, deckCount: 48, discardCount: 91, buys: 1
Test#1119: Expected 17 deckCount, found 16 deckCount for input: handCount: 11, deckCount: 20, discardCount: 46, buys: 1
Test#1120: Expected 5 deckCount, found 4 deckCount for input: handCount: 14, deckCount: 8, discardCount: 1, buys: 1
Test#1121: Expected 178 deckCount, found 177 deckCount for input: handCount: 6, deckCount: 181, discardCount: 97, buys: 1
Test#1122: Expected 33 deckCount, found 32 deckCount for input: handCount: 9, deckCount: 36, discardCount: 0, buys: 1
Test#1123: Expected 13 deckCount, found 12 deckCount for input: handCount: 43, deckCount: 16, discardCount: 5, buys: 1
Test#1124: Expected 7 deckCount, found 6 deckCount for input: handCount: 46, deckCount: 10, discardCount: 46, buys: 1
Test#1125: Expected 293 deckCount, found 292 deckCount for input: handCount: 49, deckCount: 296, discardCount: 162, buys: 1
Test#1126: Expected 164 deckCount, found 163 deckCount for input: handCount: 7, deckCount: 167, discardCount: 50, buys: 1
Test#1127: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 25, buys: 1
Test#1128: Expected 18 deckCount, found 17 deckCount for input: handCount: 9, deckCount: 21, discardCount: 31, buys: 1
Test#1129: Expected 35 deckCount, found 34 deckCount for input: handCount: 12, deckCount: 38, discardCount: 44, buys: 1
Test#1130: Expected 31 deckCount, found 30 deckCount for input: handCount: 15, deckCount: 34, discardCount: 23, buys: 1
Test#1131: Expected 36 deckCount, found 35 deckCount for input: handCount: 18, deckCount: 39, discardCount: 336, buys: 1
Test#1132: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 12, buys: 1
Test#1133: Expected 3 deckCount, found 2 deckCount for input: handCount: 7, deckCount: 6, discardCount: 47, buys: 1
Test#1134: Expected 485 deckCount, found 484 deckCount for input: handCount: 10, deckCount: 488, discardCount: 1, buys: 1
Test#1135: Expected 46 deckCount, found 45 deckCount for input: handCount: 13, deckCount: 49, discardCount: 17, buys: 1
Test#1136: Expected 3 deckCount, found 2 deckCount for input: handCount: 16, deckCount: 6, discardCount: 31, buys: 1
Test#1137: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 2, buys: 1
Test#1138: Expected 26 deckCount, found 25 deckCount for input: handCount: 390, deckCount: 29, discardCount: 13, buys: 1
Test#1139: Expected 2 deckCount, found 1 deckCount for input: handCount: 393, deckCount: 5, discardCount: 38, buys: 1
Test#1140: Expected 3 deckCount, found 2 deckCount for input: handCount: 442, deckCount: 6, discardCount: 35, buys: 1
Test#1141: Expected 122 deckCount, found 121 deckCount for input: handCount: 445, deckCount: 125, discardCount: 204, buys: 1
Test#1142: Expected 39 deckCount, found 38 deckCount for input: handCount: 107, deckCount: 42, discardCount: 30, buys: 1
Test#1143: Expected 443 deckCount, found 442 deckCount for input: handCount: 110, deckCount: 446, discardCount: 30, buys: 1
Test#1144: Expected 46 deckCount, found 45 deckCount for input: handCount: 113, deckCount: 49, discardCount: 35, buys: 1
Test#1145: Expected 9 deckCount, found 8 deckCount for input: handCount: 116, deckCount: 12, discardCount: 24, buys: 1
Test#1146: Expected 37 deckCount, found 36 deckCount for input: handCount: 51, deckCount: 40, discardCount: 38, buys: 1
Test#1147: Expected 4 deckCount, found 3 deckCount for input: handCount: 2, deckCount: 7, discardCount: 2, buys: 1
Test#1148: Expected 409 deckCount, found 408 deckCount for input: handCount: 5, deckCount: 412, discardCount: 28, buys: 1
Test#1149: Expected 73 deckCount, found 72 deckCount for input: handCount: 3, deckCount: 76, discardCount: 262, buys: 1
Test#1150: Expected 45 deckCount, found 44 deckCount for input: handCount: 10, deckCount: 48, discardCount: 7, buys: 1
Test#1151: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 21, buys: 1
Test#1152: Expected 30 deckCount, found 29 deckCount for input: handCount: 13, deckCount: 33, discardCount: 12, buys: 1
Test#1153: Expected 66 deckCount, found 65 deckCount for input: handCount: 16, deckCount: 69, discardCount: 23, buys: 1
Test#1154: Expected 14 deckCount, found 13 deckCount for input: handCount: 19, deckCount: 17, discardCount: 25, buys: 1
Test#1155: Expected 32 deckCount, found 31 deckCount for input: handCount: 22, deckCount: 35, discardCount: 149, buys: 1
Test#1156: Expected 29 deckCount, found 28 deckCount for input: handCount: 2, deckCount: 32, discardCount: 16, buys: 1
Test#1157: Expected 24 deckCount, found 23 deckCount for input: handCount: 6, deckCount: 27, discardCount: 4, buys: 1
Test#1158: Expected 7 deckCount, found 6 deckCount for input: handCount: 57, deckCount: 10, discardCount: 41, buys: 1
Test#1159: Expected 47 deckCount, found 46 deckCount for input: handCount: 60, deckCount: 50, discardCount: 259, buys: 1
Test#1160: Expected 18 deckCount, found 17 deckCount for input: handCount: 60, deckCount: 21, discardCount: 41, buys: 1
Test#1161: Expected 339 deckCount, found 338 deckCount for input: handCount: 9, deckCount: 342, discardCount: 46, buys: 1
Test#1162: Expected 11 deckCount, found 10 deckCount for input: handCount: 156, deckCount: 14, discardCount: 41, buys: 1
Test#1163: Expected 44 deckCount, found 43 deckCount for input: handCount: 72, deckCount: 47, discardCount: 113, buys: 1
Test#1164: Expected 20 deckCount, found 19 deckCount for input: handCount: 3, deckCount: 23, discardCount: 425, buys: 1
Test#1165: Expected 371 deckCount, found 370 deckCount for input: handCount: 6, deckCount: 374, discardCount: 90, buys: 1
Test#1166: Expected 35 deckCount, found 34 deckCount for input: handCount: 9, deckCount: 38, discardCount: 33, buys: 1
Test#1167: Expected 39 deckCount, found 38 deckCount for input: handCount: 12, deckCount: 42, discardCount: 14, buys: 1
Test#1168: Expected 34 deckCount, found 33 deckCount for input: handCount: 15, deckCount: 37, discardCount: 3, buys: 1
Test#1169: Expected 28 deckCount, found 27 deckCount for input: handCount: 18, deckCount: 31, discardCount: 3, buys: 1
Test#1170: Expected 1 deckCount, found 0 deckCount for input: handCount: 21, deckCount: 4, discardCount: 6, buys: 1
Test#1171: Expected 28 deckCount, found 27 deckCount for input: handCount: 24, deckCount: 31, discardCount: 47, buys: 1
Test#1172: Expected 10 deckCount, found 9 deckCount for input: handCount: 7, deckCount: 13, discardCount: 10, buys: 1
Test#1173: Expected 43 deckCount, found 42 deckCount for input: handCount: 10, deckCount: 3, discardCount: 43, buys: 1
Test#1174: Expected 42 deckCount, found 41 deckCount for input: handCount: 10, deckCount: 45, discardCount: 35, buys: 1
Test#1175: Expected 6 deckCount, found 5 deckCount for input: handCount: 6, deckCount: 9, discardCount: 44, buys: 1
Test#1176: Expected 3 deckCount, found 2 deckCount for input: handCount: 238, deckCount: 6, discardCount: 435, buys: 1
Test#1177: Expected 25 deckCount, found 24 deckCount for input: handCount: 8, deckCount: 28, discardCount: 0, buys: 1
Test#1178: Expected 208 deckCount, found 207 deckCount for input: handCount: 356, deckCount: 211, discardCount: 40, buys: 1
Test#1179: Expected 25 deckCount, found 24 deckCount for input: handCount: 9, deckCount: 1, discardCount: 27, buys: 1
Test#1180: Expected 274 deckCount, found 273 deckCount for input: handCount: 12, deckCount: 277, discardCount: 178, buys: 1
Test#1181: Expected 7 deckCount, found 6 deckCount for input: handCount: 15, deckCount: 10, discardCount: 8, buys: 1
Test#1182: Expected 325 deckCount, found 324 deckCount for input: handCount: 243, deckCount: 328, discardCount: 122, buys: 1
Test#1183: Expected 446 deckCount, found 445 deckCount for input: handCount: 246, deckCount: 449, discardCount: 7, buys: 1
Test#1184: Expected 29 deckCount, found 28 deckCount for input: handCount: 249, deckCount: 32, discardCount: 43, buys: 1
Test#1185: Expected 22 deckCount, found 21 deckCount for input: handCount: 205, deckCount: 25, discardCount: 18, buys: 1
Test#1186: Expected 1 deckCount, found 0 deckCount for input: handCount: 208, deckCount: 2, discardCount: 2, buys: 1
Test#1187: Expected 23 deckCount, found 22 deckCount for input: handCount: 211, deckCount: 26, discardCount: 26, buys: 1
Test#1188: Expected 31 deckCount, found 30 deckCount for input: handCount: 214, deckCount: 34, discardCount: 4, buys: 1
Test#1189: Expected 12 deckCount, found 11 deckCount for input: handCount: 217, deckCount: 15, discardCount: 37, buys: 1
Test#1190: Expected 399 deckCount, found 398 deckCount for input: handCount: 164, deckCount: 402, discardCount: 3, buys: 1
Test#1191: Expected 40 deckCount, found 39 deckCount for input: handCount: 167, deckCount: 43, discardCount: 24, buys: 1
Test#1192: Expected 42 deckCount, found 41 deckCount for input: handCount: 397, deckCount: 45, discardCount: 46, buys: 1
Test#1193: Expected 22 deckCount, found 21 deckCount for input: handCount: 400, deckCount: 25, discardCount: 44, buys: 1
Test#1194: Expected 17 deckCount, found 16 deckCount for input: handCount: 403, deckCount: 20, discardCount: 17, buys: 1
Test#1195: Expected 9 deckCount, found 8 deckCount for input: handCount: 406, deckCount: 12, discardCount: 4, buys: 1
Test#1196: Expected 45 deckCount, found 44 deckCount for input: handCount: 409, deckCount: 48, discardCount: 47, buys: 1
Test#1197: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 43, buys: 1
Test#1198: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 35, buys: 1
Test#1199: Expected 2 deckCount, found 1 deckCount for input: handCount: 10, deckCount: 5, discardCount: 44, buys: 1
Test#1200: Expected 37 deckCount, found 36 deckCount for input: handCount: 8, deckCount: 40, discardCount: 3, buys: 1
Test#1201: Expected 5 deckCount, found 4 deckCount for input: handCount: 422, deckCount: 8, discardCount: 46, buys: 1
Test#1202: Expected 34 deckCount, found 33 deckCount for input: handCount: 2, deckCount: 37, discardCount: 23, buys: 1
Test#1203: Expected 115 deckCount, found 114 deckCount for input: handCount: 6, deckCount: 118, discardCount: 146, buys: 1
Test#1204: Expected 13 deckCount, found 12 deckCount for input: handCount: 5, deckCount: 16, discardCount: 12, buys: 1
Test#1205: Expected 32 deckCount, found 31 deckCount for input: handCount: 8, deckCount: 35, discardCount: 0, buys: 1
Test#1206: Expected 2 deckCount, found 1 deckCount for input: handCount: 265, deckCount: 5, discardCount: 28, buys: 1
Test#1207: Expected 17 deckCount, found 16 deckCount for input: handCount: 3, deckCount: 1, discardCount: 19, buys: 1
Test#1208: Expected 104 deckCount, found 103 deckCount for input: handCount: 9, deckCount: 107, discardCount: 165, buys: 1
Test#1209: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 28, discardCount: 9, buys: 1
Test#1210: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 43, buys: 1
Test#1211: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#1212: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#1213: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#1214: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#1215: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#1216: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#1217: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#1218: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#1219: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#1220: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#1221: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#1222: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#1223: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#1224: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#1225: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#1226: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#1227: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#1228: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#1229: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#1230: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#1231: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#1232: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#1233: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#1234: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
Test#1235: Expected 19 deckCount, found 18 deckCount for input: handCount: 2, deckCount: 22, discardCount: 23, buys: 1
Test#1236: Expected 9 deckCount, found 8 deckCount for input: handCount: 5, deckCount: 12, discardCount: 6, buys: 1
Test#1237: Expected 44 deckCount, found 43 deckCount for input: handCount: 8, deckCount: 47, discardCount: 31, buys: 1
Test#1238: Expected 5 deckCount, found 4 deckCount for input: handCount: 5, deckCount: 0, discardCount: 8, buys: 1
Test#1239: Expected 17 deckCount, found 16 deckCount for input: handCount: 1, deckCount: 20, discardCount: 27, buys: 1
Test#1240: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 0, discardCount: 28, buys: 1
Test#1241: Expected 10 deckCount, found 9 deckCount for input: handCount: 6, deckCount: 13, discardCount: 30, buys: 1
Test#1242: Expected 159 deckCount, found 158 deckCount for input: handCount: 9, deckCount: 162, discardCount: 102, buys: 1
Test#1243: Expected 465 deckCount, found 464 deckCount for input: handCount: 71, deckCount: 468, discardCount: 16, buys: 1
Test#1244: Expected 27 deckCount, found 26 deckCount for input: handCount: 74, deckCount: 30, discardCount: 4, buys: 1
Test#1245: Expected 44 deckCount, found 43 deckCount for input: handCount: 77, deckCount: 47, discardCount: 39, buys: 1
Test#1246: Expected 24 deckCount, found 23 deckCount for input: handCount: 80, deckCount: 27, discardCount: 29, buys: 1
Test#1247: Expected 5 deckCount, found 4 deckCount for input: handCount: 3, deckCount: 8, discardCount: 34, buys: 1
Test#1248: Expected 35 deckCount, found 34 deckCount for input: handCount: 447, deckCount: 38, discardCount: 27, buys: 1
Test#1249: Expected 11 deckCount, found 10 deckCount for input: handCount: 10, deckCount: 14, discardCount: 28, buys: 1
Test#1250: Expected 12 deckCount, found 11 deckCount for input: handCount: 13, deckCount: 15, discardCount: 29, buys: 1
Test#1251: Expected 430 deckCount, found 429 deckCount for input: handCount: 16, deckCount: 433, discardCount: 54, buys: 1
Test#1252: Expected 334 deckCount, found 333 deckCount for input: handCount: 7, deckCount: 337, discardCount: 127, buys: 1
Test#1253: Expected 145 deckCount, found 144 deckCount for input: handCount: 6, deckCount: 148, discardCount: 318, buys: 1
Test#1254: Expected 355 deckCount, found 354 deckCount for input: handCount: 9, deckCount: 358, discardCount: 114, buys: 1
Test#1255: Expected 40 deckCount, found 39 deckCount for input: handCount: 5, deckCount: 43, discardCount: 22, buys: 1
Test#1256: Expected 41 deckCount, found 40 deckCount for input: handCount: 5, deckCount: 0, discardCount: 44, buys: 1
Test#1257: Expected 15 deckCount, found 14 deckCount for input: handCount: 8, deckCount: 18, discardCount: 38, buys: 1
Test#1258: Expected 5 deckCount, found 4 deckCount for input: handCount: 407, deckCount: 8, discardCount: 3, buys: 1
Test#1259: Expected 410 deckCount, found 409 deckCount for input: handCount: 10, deckCount: 413, discardCount: 53, buys: 1
Test#1260: Expected 108 deckCount, found 107 deckCount for input: handCount: 10, deckCount: 111, discardCount: 214, buys: 1
Test#1261: Expected 29 deckCount, found 28 deckCount for input: handCount: 13, deckCount: 32, discardCount: 44, buys: 1
Test#1262: Expected 104 deckCount, found 103 deckCount for input: handCount: 459, deckCount: 107, discardCount: 51, buys: 1
Test#1263: Expected 333 deckCount, found 332 deckCount for input: handCount: 462, deckCount: 336, discardCount: 20, buys: 1
Test#1264: Expected 7 deckCount, found 6 deckCount for input: handCount: 465, deckCount: 10, discardCount: 32, buys: 1
Test#1265: Expected 44 deckCount, found 43 deckCount for input: handCount: 468, deckCount: 47, discardCount: 29, buys: 1
Test#1266: Expected 174 deckCount, found 173 deckCount for input: handCount: 6, deckCount: 177, discardCount: 244, buys: 1
Test#1267: Expected 24 deckCount, found 23 deckCount for input: handCount: 10, deckCount: 27, discardCount: 6, buys: 1
Test#1268: Expected 14 deckCount, found 13 deckCount for input: handCount: 492, deckCount: 17, discardCount: 35, buys: 1
Test#1269: Expected 433 deckCount, found 432 deckCount for input: handCount: 495, deckCount: 436, discardCount: 53, buys: 1
Test#1270: Expected 26 deckCount, found 25 deckCount for input: handCount: 70, deckCount: 29, discardCount: 27, buys: 1
Test#1271: Expected 333 deckCount, found 332 deckCount for input: handCount: 73, deckCount: 336, discardCount: 34, buys: 1
Test#1272: Expected 468 deckCount, found 467 deckCount for input: handCount: 5, deckCount: 471, discardCount: 11, buys: 1
Test#1273: Expected 19 deckCount, found 18 deckCount for input: handCount: 8, deckCount: 22, discardCount: 45, buys: 1
Test#1274: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#1275: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#1276: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#1277: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#1278: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#1279: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#1280: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#1281: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#1282: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#1283: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
Test#1284: Expected 8 deckCount, found 7 deckCount for input: handCount: 2, deckCount: 11, discardCount: 6, buys: 1
Test#1285: Expected 34 deckCount, found 33 deckCount for input: handCount: 465, deckCount: 37, discardCount: 13, buys: 1
Test#1286: Expected 22 deckCount, found 21 deckCount for input: handCount: 468, deckCount: 25, discardCount: 2, buys: 1
Test#1287: Expected 1 deckCount, found 0 deckCount for input: handCount: 199, deckCount: 4, discardCount: 0, buys: 1
Test#1288: Expected 34 deckCount, found 33 deckCount for input: handCount: 4, deckCount: 37, discardCount: 36, buys: 1
Test#1289: Expected 45 deckCount, found 44 deckCount for input: handCount: 8, deckCount: 48, discardCount: 91, buys: 1
Test#1290: Expected 17 deckCount, found 16 deckCount for input: handCount: 11, deckCount: 20, discardCount: 46, buys: 1
Test#1291: Expected 5 deckCount, found 4 deckCount for input: handCount: 14, deckCount: 8, discardCount: 1, buys: 1
Test#1292: Expected 178 deckCount, found 177 deckCount for input: handCount: 6, deckCount: 181, discardCount: 97, buys: 1
Test#1293: Expected 33 deckCount, found 32 deckCount for input: handCount: 9, deckCount: 36, discardCount: 0, buys: 1
Test#1294: Expected 13 deckCount, found 12 deckCount for input: handCount: 43, deckCount: 16, discardCount: 5, buys: 1
Test#1295: Expected 7 deckCount, found 6 deckCount for input: handCount: 46, deckCount: 10, discardCount: 46, buys: 1
Test#1296: Expected 293 deckCount, found 292 deckCount for input: handCount: 49, deckCount: 296, discardCount: 162, buys: 1
Test#1297: Expected 164 deckCount, found 163 deckCount for input: handCount: 7, deckCount: 167, discardCount: 50, buys: 1
Test#1298: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 25, buys: 1
Test#1299: Expected 18 deckCount, found 17 deckCount for input: handCount: 9, deckCount: 21, discardCount: 31, buys: 1
Test#1300: Expected 35 deckCount, found 34 deckCount for input: handCount: 12, deckCount: 38, discardCount: 44, buys: 1
Test#1301: Expected 31 deckCount, found 30 deckCount for input: handCount: 15, deckCount: 34, discardCount: 23, buys: 1
Test#1302: Expected 36 deckCount, found 35 deckCount for input: handCount: 18, deckCount: 39, discardCount: 336, buys: 1
Test#1303: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 12, buys: 1
Test#1304: Expected 3 deckCount, found 2 deckCount for input: handCount: 7, deckCount: 6, discardCount: 47, buys: 1
Test#1305: Expected 485 deckCount, found 484 deckCount for input: handCount: 10, deckCount: 488, discardCount: 1, buys: 1
Test#1306: Expected 46 deckCount, found 45 deckCount for input: handCount: 13, deckCount: 49, discardCount: 17, buys: 1
Test#1307: Expected 3 deckCount, found 2 deckCount for input: handCount: 16, deckCount: 6, discardCount: 31, buys: 1
Test#1308: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 2, buys: 1
Test#1309: Expected 26 deckCount, found 25 deckCount for input: handCount: 390, deckCount: 29, discardCount: 13, buys: 1
Test#1310: Expected 2 deckCount, found 1 deckCount for input: handCount: 393, deckCount: 5, discardCount: 38, buys: 1
Test#1311: Expected 3 deckCount, found 2 deckCount for input: handCount: 442, deckCount: 6, discardCount: 35, buys: 1
Test#1312: Expected 122 deckCount, found 121 deckCount for input: handCount: 445, deckCount: 125, discardCount: 204, buys: 1
Test#1313: Expected 39 deckCount, found 38 deckCount for input: handCount: 107, deckCount: 42, discardCount: 30, buys: 1
Test#1314: Expected 443 deckCount, found 442 deckCount for input: handCount: 110, deckCount: 446, discardCount: 30, buys: 1
Test#1315: Expected 46 deckCount, found 45 deckCount for input: handCount: 113, deckCount: 49, discardCount: 35, buys: 1
Test#1316: Expected 9 deckCount, found 8 deckCount for input: handCount: 116, deckCount: 12, discardCount: 24, buys: 1
Test#1317: Expected 37 deckCount, found 36 deckCount for input: handCount: 51, deckCount: 40, discardCount: 38, buys: 1
Test#1318: Expected 4 deckCount, found 3 deckCount for input: handCount: 2, deckCount: 7, discardCount: 2, buys: 1
Test#1319: Expected 409 deckCount, found 408 deckCount for input: handCount: 5, deckCount: 412, discardCount: 28, buys: 1
Test#1320: Expected 73 deckCount, found 72 deckCount for input: handCount: 3, deckCount: 76, discardCount: 262, buys: 1
Test#1321: Expected 45 deckCount, found 44 deckCount for input: handCount: 10, deckCount: 48, discardCount: 7, buys: 1
Test#1322: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 21, buys: 1
Test#1323: Expected 30 deckCount, found 29 deckCount for input: handCount: 13, deckCount: 33, discardCount: 12, buys: 1
Test#1324: Expected 66 deckCount, found 65 deckCount for input: handCount: 16, deckCount: 69, discardCount: 23, buys: 1
Test#1325: Expected 14 deckCount, found 13 deckCount for input: handCount: 19, deckCount: 17, discardCount: 25, buys: 1
Test#1326: Expected 32 deckCount, found 31 deckCount for input: handCount: 22, deckCount: 35, discardCount: 149, buys: 1
Test#1327: Expected 29 deckCount, found 28 deckCount for input: handCount: 2, deckCount: 32, discardCount: 16, buys: 1
Test#1328: Expected 24 deckCount, found 23 deckCount for input: handCount: 6, deckCount: 27, discardCount: 4, buys: 1
Test#1329: Expected 7 deckCount, found 6 deckCount for input: handCount: 57, deckCount: 10, discardCount: 41, buys: 1
Test#1330: Expected 47 deckCount, found 46 deckCount for input: handCount: 60, deckCount: 50, discardCount: 259, buys: 1
Test#1331: Expected 18 deckCount, found 17 deckCount for input: handCount: 60, deckCount: 21, discardCount: 41, buys: 1
